entry_number,entry_date,description,reference,account_number,debit,credit,line_description
JE-0655,2025-12-31,Other Income - December 2025,OTH-12-2025,4030,,5000,Laundry and vending
JE-0655,2025-12-31,Other Income - December 2025,OTH-12-2025,4090,,15000,Utility reimbursement
JE-0656,2025-12-31,Late Fees - December 2025,LF-12-2025,1000,3750,,Late fee cash collected
JE-0656,2025-12-31,Late Fees - December 2025,LF-12-2025,4040,,3750,Late fee income
JE-0657,2025-12-31,App and Storage Fees - December 2025,MISC-12-2025,1000,8500,,Application and storage fees cash
JE-0657,2025-12-31,App and Storage Fees - December 2025,MISC-12-2025,4050,,2500,Application fees
JE-0657,2025-12-31,App and Storage Fees - December 2025,MISC-12-2025,4060,,6000,Storage unit income
JE-0658,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5000,100035,,Property management fee
JE-0658,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,100035,Accounts payable
JE-0659,2025-12-31,AP Payment - Property management fee December 2025,PAY-12-5000,2000,100035,,Clear AP
JE-0659,2025-12-31,AP Payment - Property management fee December 2025,PAY-12-5000,1000,,100035,Cash paid
JE-0660,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5010,75000,,Repairs and maintenance
JE-0660,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,75000,Accounts payable
JE-0661,2025-12-31,AP Payment - Repairs and maintenance December 2025,PAY-12-5010,2000,75000,,Clear AP
JE-0661,2025-12-31,AP Payment - Repairs and maintenance December 2025,PAY-12-5010,1000,,75000,Cash paid
JE-0662,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5020,15000,,Landscaping and grounds
JE-0662,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,15000,Accounts payable
JE-0663,2025-12-31,AP Payment - Landscaping and grounds December 2025,PAY-12-5020,2000,15000,,Clear AP
JE-0663,2025-12-31,AP Payment - Landscaping and grounds December 2025,PAY-12-5020,1000,,15000,Cash paid
JE-0664,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5030,20000,,Cleaning and janitorial
JE-0664,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,20000,Accounts payable
JE-0665,2025-12-31,AP Payment - Cleaning and janitorial December 2025,PAY-12-5030,2000,20000,,Clear AP
JE-0665,2025-12-31,AP Payment - Cleaning and janitorial December 2025,PAY-12-5030,1000,,20000,Cash paid
JE-0666,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5040,30000,,Electric - common areas
JE-0666,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,30000,Accounts payable
JE-0667,2025-12-31,AP Payment - Electric - common areas December 2025,PAY-12-5040,2000,30000,,Clear AP
JE-0667,2025-12-31,AP Payment - Electric - common areas December 2025,PAY-12-5040,1000,,30000,Cash paid
JE-0668,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5050,40000,,Water and sewer
JE-0668,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,40000,Accounts payable
JE-0669,2025-12-31,AP Payment - Water and sewer December 2025,PAY-12-5050,2000,40000,,Clear AP
JE-0669,2025-12-31,AP Payment - Water and sewer December 2025,PAY-12-5050,1000,,40000,Cash paid
JE-0670,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5060,5000,,Gas
JE-0670,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,5000,Accounts payable
JE-0671,2025-12-31,AP Payment - Gas December 2025,PAY-12-5060,2000,5000,,Clear AP
JE-0671,2025-12-31,AP Payment - Gas December 2025,PAY-12-5060,1000,,5000,Cash paid
JE-0672,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5070,81667,,Property insurance
JE-0672,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,81667,Accounts payable
JE-0673,2025-12-31,AP Payment - Property insurance December 2025,PAY-12-5070,2000,81667,,Clear AP
JE-0673,2025-12-31,AP Payment - Property insurance December 2025,PAY-12-5070,1000,,81667,Cash paid
JE-0674,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5090,140000,,Real estate taxes
JE-0674,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,140000,Accounts payable
JE-0675,2025-12-31,AP Payment - Real estate taxes December 2025,PAY-12-5090,2000,140000,,Clear AP
JE-0675,2025-12-31,AP Payment - Real estate taxes December 2025,PAY-12-5090,1000,,140000,Cash paid
JE-0676,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5110,35000,,Security services
JE-0676,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,35000,Accounts payable
JE-0677,2025-12-31,AP Payment - Security services December 2025,PAY-12-5110,2000,35000,,Clear AP
JE-0677,2025-12-31,AP Payment - Security services December 2025,PAY-12-5110,1000,,35000,Cash paid
JE-0678,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5120,15000,,Elevator maintenance
JE-0678,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,15000,Accounts payable
JE-0679,2025-12-31,AP Payment - Elevator maintenance December 2025,PAY-12-5120,2000,15000,,Clear AP
JE-0679,2025-12-31,AP Payment - Elevator maintenance December 2025,PAY-12-5120,1000,,15000,Cash paid
JE-0680,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5130,12500,,HVAC maintenance
JE-0680,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,12500,Accounts payable
JE-0681,2025-12-31,AP Payment - HVAC maintenance December 2025,PAY-12-5130,2000,12500,,Clear AP
JE-0681,2025-12-31,AP Payment - HVAC maintenance December 2025,PAY-12-5130,1000,,12500,Cash paid
JE-0682,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5140,6000,,Pest control
JE-0682,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,6000,Accounts payable
JE-0683,2025-12-31,AP Payment - Pest control December 2025,PAY-12-5140,2000,6000,,Clear AP
JE-0683,2025-12-31,AP Payment - Pest control December 2025,PAY-12-5140,1000,,6000,Cash paid
JE-0684,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5150,10000,,Pool and amenity maintenance
JE-0684,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,10000,Accounts payable
JE-0685,2025-12-31,AP Payment - Pool and amenity maintenance December 2025,PAY-12-5150,2000,10000,,Clear AP
JE-0685,2025-12-31,AP Payment - Pool and amenity maintenance December 2025,PAY-12-5150,1000,,10000,Cash paid
JE-0686,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5160,7000,,Trash and recycling
JE-0686,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,7000,Accounts payable
JE-0687,2025-12-31,AP Payment - Trash and recycling December 2025,PAY-12-5160,2000,7000,,Clear AP
JE-0687,2025-12-31,AP Payment - Trash and recycling December 2025,PAY-12-5160,1000,,7000,Cash paid
JE-0688,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5170,5000,,Administrative and office
JE-0688,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,5000,Accounts payable
JE-0689,2025-12-31,AP Payment - Administrative and office December 2025,PAY-12-5170,2000,5000,,Clear AP
JE-0689,2025-12-31,AP Payment - Administrative and office December 2025,PAY-12-5170,1000,,5000,Cash paid
JE-0690,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5180,7500,,Legal and professional
JE-0690,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,7500,Accounts payable
JE-0691,2025-12-31,AP Payment - Legal and professional December 2025,PAY-12-5180,2000,7500,,Clear AP
JE-0691,2025-12-31,AP Payment - Legal and professional December 2025,PAY-12-5180,1000,,7500,Cash paid
JE-0692,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5190,10000,,Marketing and advertising
JE-0692,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,10000,Accounts payable
JE-0693,2025-12-31,AP Payment - Marketing and advertising December 2025,PAY-12-5190,2000,10000,,Clear AP
JE-0693,2025-12-31,AP Payment - Marketing and advertising December 2025,PAY-12-5190,1000,,10000,Cash paid
JE-0694,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5200,7917,,Leasing commissions
JE-0694,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,7917,Accounts payable
JE-0695,2025-12-31,AP Payment - Leasing commissions December 2025,PAY-12-5200,2000,7917,,Clear AP
JE-0695,2025-12-31,AP Payment - Leasing commissions December 2025,PAY-12-5200,1000,,7917,Cash paid
JE-0696,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5220,5667,,Bad debt expense
JE-0696,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,5667,Accounts payable
JE-0697,2025-12-31,AP Payment - Bad debt expense December 2025,PAY-12-5220,2000,5667,,Clear AP
JE-0697,2025-12-31,AP Payment - Bad debt expense December 2025,PAY-12-5220,1000,,5667,Cash paid
JE-0698,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5230,20000,,Capital reserve contribution
JE-0698,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,20000,Accounts payable
JE-0699,2025-12-31,AP Payment - Capital reserve contribution December 2025,PAY-12-5230,2000,20000,,Clear AP
JE-0699,2025-12-31,AP Payment - Capital reserve contribution December 2025,PAY-12-5230,1000,,20000,Cash paid
JE-0700,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5240,65000,,Payroll - on-site staff
JE-0700,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,65000,Accounts payable
JE-0701,2025-12-31,AP Payment - Payroll - on-site staff December 2025,PAY-12-5240,2000,65000,,Clear AP
JE-0701,2025-12-31,AP Payment - Payroll - on-site staff December 2025,PAY-12-5240,1000,,65000,Cash paid
JE-0702,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5250,13000,,Payroll taxes and benefits
JE-0702,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,13000,Accounts payable
JE-0703,2025-12-31,AP Payment - Payroll taxes and benefits December 2025,PAY-12-5250,2000,13000,,Clear AP
JE-0703,2025-12-31,AP Payment - Payroll taxes and benefits December 2025,PAY-12-5250,1000,,13000,Cash paid
JE-0704,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5260,2000,,Telephone and internet
JE-0704,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,2000,Accounts payable
JE-0705,2025-12-31,AP Payment - Telephone and internet December 2025,PAY-12-5260,2000,2000,,Clear AP
JE-0705,2025-12-31,AP Payment - Telephone and internet December 2025,PAY-12-5260,1000,,2000,Cash paid
JE-0706,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5270,3000,,Software and technology
JE-0706,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,3000,Accounts payable
JE-0707,2025-12-31,AP Payment - Software and technology December 2025,PAY-12-5270,2000,3000,,Clear AP
JE-0707,2025-12-31,AP Payment - Software and technology December 2025,PAY-12-5270,1000,,3000,Cash paid
JE-0708,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5280,1500,,Licenses and permits
JE-0708,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,1500,Accounts payable
JE-0709,2025-12-31,AP Payment - Licenses and permits December 2025,PAY-12-5280,2000,1500,,Clear AP
JE-0709,2025-12-31,AP Payment - Licenses and permits December 2025,PAY-12-5280,1000,,1500,Cash paid
JE-0710,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,5290,1250,,Bank charges and fees
JE-0710,2025-12-31,Operating Expenses - December 2025,OPEX-12-2025,2000,,1250,Accounts payable
JE-0711,2025-12-31,AP Payment - Bank charges and fees December 2025,PAY-12-5290,2000,1250,,Clear AP
JE-0711,2025-12-31,AP Payment - Bank charges and fees December 2025,PAY-12-5290,1000,,1250,Cash paid
JE-0712,2025-12-31,Workers Comp Insurance - Annual 2025,WC-2025,5080,85000,,Annual workers comp premium
JE-0712,2025-12-31,Workers Comp Insurance - Annual 2025,WC-2025,1000,,85000,Cash paid
JE-0713,2025-12-31,Mortgage Interest - December 2025,MTG-12-2025,7000,320833,,Mortgage interest expense
JE-0713,2025-12-31,Mortgage Interest - December 2025,MTG-12-2025,1000,,320833,Cash paid to BankUnited
JE-0714,2025-12-31,Mortgage Principal - December 2025,PRIN-12-2025,2200,41667,,Mortgage principal reduction
JE-0714,2025-12-31,Mortgage Principal - December 2025,PRIN-12-2025,1000,,41667,Cash paid to BankUnited
JE-0715,2025-12-31,Annual Depreciation - Building 2025,DEPR-BLDG-2025,6000,1800000,,Building depreciation (39yr straight line on $70.2M)
JE-0715,2025-12-31,Annual Depreciation - Building 2025,DEPR-BLDG-2025,1130,,1800000,Accumulated depreciation - building
JE-0716,2025-12-31,Annual Depreciation - FF&E 2025,DEPR-FFE-2025,6010,120000,,FF&E depreciation (7yr on various assets)
JE-0716,2025-12-31,Annual Depreciation - FF&E 2025,DEPR-FFE-2025,1140,,120000,Accumulated depreciation - FF&E
JE-0717,2025-04-30,Late Fee Income - April 2025,LATE-04-2025,1000,3750,,Cash received - late fees
JE-0717,2025-04-30,Late Fee Income - April 2025,LATE-04-2025,4040,,3750,Late fee income
JE-0718,2025-07-31,Late Fee Income - July 2025,LATE-07-2025,1000,3750,,Cash received - late fees
JE-0718,2025-07-31,Late Fee Income - July 2025,LATE-07-2025,4040,,3750,Late fee income
JE-0719,2025-10-31,Late Fee Income - October 2025,LATE-10-2025,1000,3750,,Cash received - late fees
JE-0719,2025-10-31,Late Fee Income - October 2025,LATE-10-2025,4040,,3750,Late fee income
JE-0720,2025-12-31,Late Fee Income - December 2025,LATE-12-2025,1000,3750,,Cash received - late fees
JE-0720,2025-12-31,Late Fee Income - December 2025,LATE-12-2025,4040,,3750,Late fee income
JE-0721,2025-01-31,Application Fees - January 2025,APP-01-2025,1000,2500,,Cash received - application fees
JE-0721,2025-01-31,Application Fees - January 2025,APP-01-2025,4050,,2500,Application and admin fee income
JE-0722,2025-02-28,Application Fees - February 2025,APP-02-2025,1000,2500,,Cash received - application fees
JE-0722,2025-02-28,Application Fees - February 2025,APP-02-2025,4050,,2500,Application and admin fee income
JE-0723,2025-03-31,Application Fees - March 2025,APP-03-2025,1000,2500,,Cash received - application fees
JE-0723,2025-03-31,Application Fees - March 2025,APP-03-2025,4050,,2500,Application and admin fee income
JE-0724,2025-04-30,Application Fees - April 2025,APP-04-2025,1000,2500,,Cash received - application fees
JE-0724,2025-04-30,Application Fees - April 2025,APP-04-2025,4050,,2500,Application and admin fee income
JE-0725,2025-05-31,Application Fees - May 2025,APP-05-2025,1000,2500,,Cash received - application fees
JE-0725,2025-05-31,Application Fees - May 2025,APP-05-2025,4050,,2500,Application and admin fee income
JE-0726,2025-06-30,Application Fees - June 2025,APP-06-2025,1000,2500,,Cash received - application fees
JE-0726,2025-06-30,Application Fees - June 2025,APP-06-2025,4050,,2500,Application and admin fee income
JE-0727,2025-07-31,Application Fees - July 2025,APP-07-2025,1000,2500,,Cash received - application fees
JE-0727,2025-07-31,Application Fees - July 2025,APP-07-2025,4050,,2500,Application and admin fee income
JE-0728,2025-08-31,Application Fees - August 2025,APP-08-2025,1000,2500,,Cash received - application fees
JE-0728,2025-08-31,Application Fees - August 2025,APP-08-2025,4050,,2500,Application and admin fee income
JE-0729,2025-09-30,Application Fees - September 2025,APP-09-2025,1000,2500,,Cash received - application fees
JE-0729,2025-09-30,Application Fees - September 2025,APP-09-2025,4050,,2500,Application and admin fee income
JE-0730,2025-10-31,Application Fees - October 2025,APP-10-2025,1000,2500,,Cash received - application fees
JE-0730,2025-10-31,Application Fees - October 2025,APP-10-2025,4050,,2500,Application and admin fee income
JE-0731,2025-11-30,Application Fees - November 2025,APP-11-2025,1000,2500,,Cash received - application fees
JE-0731,2025-11-30,Application Fees - November 2025,APP-11-2025,4050,,2500,Application and admin fee income
JE-0732,2025-12-31,Application Fees - December 2025,APP-12-2025,1000,2500,,Cash received - application fees
JE-0732,2025-12-31,Application Fees - December 2025,APP-12-2025,4050,,2500,Application and admin fee income
JE-0733,2025-01-31,Storage Income - January 2025,STOR-01-2025,1000,6000,,Cash received - storage unit rental
JE-0733,2025-01-31,Storage Income - January 2025,STOR-01-2025,4060,,6000,Storage unit income
JE-0734,2025-02-28,Storage Income - February 2025,STOR-02-2025,1000,6000,,Cash received - storage unit rental
JE-0734,2025-02-28,Storage Income - February 2025,STOR-02-2025,4060,,6000,Storage unit income
JE-0735,2025-03-31,Storage Income - March 2025,STOR-03-2025,1000,6000,,Cash received - storage unit rental
JE-0735,2025-03-31,Storage Income - March 2025,STOR-03-2025,4060,,6000,Storage unit income
JE-0736,2025-04-30,Storage Income - April 2025,STOR-04-2025,1000,6000,,Cash received - storage unit rental
JE-0736,2025-04-30,Storage Income - April 2025,STOR-04-2025,4060,,6000,Storage unit income
JE-0737,2025-05-31,Storage Income - May 2025,STOR-05-2025,1000,6000,,Cash received - storage unit rental
JE-0737,2025-05-31,Storage Income - May 2025,STOR-05-2025,4060,,6000,Storage unit income
JE-0738,2025-06-30,Storage Income - June 2025,STOR-06-2025,1000,6000,,Cash received - storage unit rental
JE-0738,2025-06-30,Storage Income - June 2025,STOR-06-2025,4060,,6000,Storage unit income
JE-0739,2025-07-31,Storage Income - July 2025,STOR-07-2025,1000,6000,,Cash received - storage unit rental
JE-0739,2025-07-31,Storage Income - July 2025,STOR-07-2025,4060,,6000,Storage unit income
JE-0740,2025-08-31,Storage Income - August 2025,STOR-08-2025,1000,6000,,Cash received - storage unit rental
JE-0740,2025-08-31,Storage Income - August 2025,STOR-08-2025,4060,,6000,Storage unit income
JE-0741,2025-09-30,Storage Income - September 2025,STOR-09-2025,1000,6000,,Cash received - storage unit rental
JE-0741,2025-09-30,Storage Income - September 2025,STOR-09-2025,4060,,6000,Storage unit income
JE-0742,2025-10-31,Storage Income - October 2025,STOR-10-2025,1000,6000,,Cash received - storage unit rental
JE-0742,2025-10-31,Storage Income - October 2025,STOR-10-2025,4060,,6000,Storage unit income
JE-0743,2025-11-30,Storage Income - November 2025,STOR-11-2025,1000,6000,,Cash received - storage unit rental
JE-0743,2025-11-30,Storage Income - November 2025,STOR-11-2025,4060,,6000,Storage unit income
JE-0744,2025-12-31,Storage Income - December 2025,STOR-12-2025,1000,6000,,Cash received - storage unit rental
JE-0744,2025-12-31,Storage Income - December 2025,STOR-12-2025,4060,,6000,Storage unit income
JE-0745,2025-12-31,Owner Distribution 2025,DIST-2025,3000,3500000,,Owner distribution - cash returned
JE-0745,2025-12-31,Owner Distribution 2025,DIST-2025,1000,,3500000,Cash paid to owner
JE-0746,2025-12-31,Capital Expenditures 2025,CAPEX-2025,1110,285000,,Building improvements - capital projects
JE-0746,2025-12-31,Capital Expenditures 2025,CAPEX-2025,1000,,285000,Cash paid for capital improvements
JE-0747,2025-12-31,Capital Reserve Transfer 2025,RESTRF-2025,1200,240000,,Transfer to capital reserve fund
JE-0747,2025-12-31,Capital Reserve Transfer 2025,RESTRF-2025,1000,,240000,Cash transferred to reserve account
JE-0748,2025-12-31,Prepaid Expenses - Year End,PREPAID-2025,1030,145000,,Prepaid insurance and service contracts
JE-0748,2025-12-31,Prepaid Expenses - Year End,PREPAID-2025,1000,,145000,Cash paid for prepaid expenses
JE-0749,2025-12-31,Prepaid Rent Received - Year End,PREPRENT-2025,1000,95000,,Cash received from tenant prepayments
JE-0749,2025-12-31,Prepaid Rent Received - Year End,PREPRENT-2025,2030,,95000,Prepaid rent liability
JE-0750,2025-12-31,Year-End AR Adjustment,ADJ-AR-2025,1010,2056450,,Outstanding tenant balances and January billings
JE-0750,2025-12-31,Year-End AR Adjustment,ADJ-AR-2025,1000,,2056450,Reverse overcollected cash to show true AR
JE-0751,2025-12-31,Year-End AP Adjustment,ADJ-AP-2025,1000,943535,,Reverse overpaid AP to show outstanding payables
JE-0751,2025-12-31,Year-End AP Adjustment,ADJ-AP-2025,2000,,943535,December payables not yet paid
JE-0752,2025-12-31,Accrued Expenses - Year End,ADJ-ACCR-2025,1000,180000,,Reverse cash for accrued but uninvoiced expenses
JE-0752,2025-12-31,Accrued Expenses - Year End,ADJ-ACCR-2025,2010,,180000,Accrued expenses liability
JE-0753,2025-12-31,Security Deposit Changes 2025,SECDEP-2025,1020,65000,,New tenant security deposits received (net)
JE-0753,2025-12-31,Security Deposit Changes 2025,SECDEP-2025,2020,,65000,Security deposit liability increase
JE-0754,2025-12-31,Mortgage Reclassification - Year End,MTG-RECLASS-2025,2200,500004,,Reclassify current portion from long-term
JE-0754,2025-12-31,Mortgage Reclassification - Year End,MTG-RECLASS-2025,2100,,500004,Current portion of mortgage payable
